user_id,timestamp,channel,campaign
45b6836a-ede1-412e-8d45-3b206f737ee9,2026-04-01 12:00:00,Meta Ads,Campaign_A
7b2532c1-ece1-4b4a-8c9c-606d68bdc070,2026-04-08 04:00:00,Meta Ads,Campaign_A
7b2532c1-ece1-4b4a-8c9c-606d68bdc070,2026-04-10 03:00:00,Organic Search,Campaign_B
7b2532c1-ece1-4b4a-8c9c-606d68bdc070,2026-04-12 12:00:00,Google Ads,Campaign_C
3ff4373e-de66-43b6-b1db-cdd09aaeca77,2026-04-22 12:00:00,LinkedIn Ads,Campaign_A
48dedce9-b2d0-468e-9fca-323140d1e248,2026-04-03 10:00:00,LinkedIn Ads,Campaign_C
48dedce9-b2d0-468e-9fca-323140d1e248,2026-04-05 07:00:00,Google Ads,Campaign_B
48dedce9-b2d0-468e-9fca-323140d1e248,2026-04-07 01:00:00,Organic Search,Campaign_B
48dedce9-b2d0-468e-9fca-323140d1e248,2026-04-09 01:00:00,Meta Ads,Campaign_A
48dedce9-b2d0-468e-9fca-323140d1e248,2026-04-11 02:00:00,Organic Search,Campaign_B
bf5530bf-40dc-4590-8c96-2eda52caf725,2026-04-08 09:00:00,LinkedIn Ads,Campaign_A
bf5530bf-40dc-4590-8c96-2eda52caf725,2026-04-10 10:00:00,Google Ads,Campaign_C
9204e9ff-f572-4a22-867f-f09ff55473bd,2026-04-18 04:00:00,Meta Ads,Campaign_C
cf4a1133-9970-4100-856a-17f0a06cb77c,2026-04-14 04:00:00,LinkedIn Ads,Campaign_C
cf4a1133-9970-4100-856a-17f0a06cb77c,2026-04-16 08:00:00,Organic Search,Campaign_C
cf4a1133-9970-4100-856a-17f0a06cb77c,2026-04-18 10:00:00,Email,Campaign_A
cf4a1133-9970-4100-856a-17f0a06cb77c,2026-04-20 05:00:00,Google Ads,Campaign_C
cf4a1133-9970-4100-856a-17f0a06cb77c,2026-04-22 01:00:00,Organic Search,Campaign_A
47f53b36-972f-4bfb-8101-44b37de0a56e,2026-04-23 07:00:00,Google Ads,Campaign_A
47f53b36-972f-4bfb-8101-44b37de0a56e,2026-04-25 06:00:00,Email,Campaign_B
999ca666-64d0-44ed-9ae6-2fc44383e448,2026-04-05 04:00:00,Meta Ads,Campaign_B
999ca666-64d0-44ed-9ae6-2fc44383e448,2026-04-07 06:00:00,Google Ads,Campaign_C
999ca666-64d0-44ed-9ae6-2fc44383e448,2026-04-09 02:00:00,Organic Search,Campaign_A
6aabc152-7ec9-4c98-8015-97cd7b5c0817,2026-04-13 02:00:00,LinkedIn Ads,Campaign_C
f95ef1b8-26d1-4593-8596-936168f994e1,2026-04-28 06:00:00,Organic Search,Campaign_B
f95ef1b8-26d1-4593-8596-936168f994e1,2026-04-30 10:00:00,Organic Search,Campaign_B
f95ef1b8-26d1-4593-8596-936168f994e1,2026-05-02 05:00:00,Google Ads,Campaign_B
e869a455-1c7f-4ebf-bc01-20cede26ab49,2026-04-24 08:00:00,LinkedIn Ads,Campaign_B
9bbecb08-83d7-4cd6-9b63-1b3899a19553,2026-04-04 07:00:00,Google Ads,Campaign_B
9bbecb08-83d7-4cd6-9b63-1b3899a19553,2026-04-06 02:00:00,Organic Search,Campaign_B
9bbecb08-83d7-4cd6-9b63-1b3899a19553,2026-04-08 09:00:00,LinkedIn Ads,Campaign_B
9bbecb08-83d7-4cd6-9b63-1b3899a19553,2026-04-10 05:00:00,Organic Search,Campaign_C
9bbecb08-83d7-4cd6-9b63-1b3899a19553,2026-04-12 11:00:00,Google Ads,Campaign_C
01a5089f-09ce-4688-ba31-7a3450705c7b,2026-04-29 06:00:00,LinkedIn Ads,Campaign_B
01a5089f-09ce-4688-ba31-7a3450705c7b,2026-05-01 10:00:00,Meta Ads,Campaign_A
01a5089f-09ce-4688-ba31-7a3450705c7b,2026-05-03 04:00:00,Meta Ads,Campaign_A
01a5089f-09ce-4688-ba31-7a3450705c7b,2026-05-05 12:00:00,Organic Search,Campaign_A
01a5089f-09ce-4688-ba31-7a3450705c7b,2026-05-07 02:00:00,Google Ads,Campaign_A
9fbae285-c488-4b32-b4eb-47ad965ee8f7,2026-04-22 04:00:00,Meta Ads,Campaign_C
e7e3f198-b4a4-4898-919a-486534904cf3,2026-04-03 04:00:00,Meta Ads,Campaign_A
e7e3f198-b4a4-4898-919a-486534904cf3,2026-04-05 02:00:00,Email,Campaign_A
e7e3f198-b4a4-4898-919a-486534904cf3,2026-04-07 07:00:00,Google Ads,Campaign_C
6b560847-5c99-49da-bfab-27c8e216c99e,2026-04-15 11:00:00,LinkedIn Ads,Campaign_A
6b560847-5c99-49da-bfab-27c8e216c99e,2026-04-17 06:00:00,Organic Search,Campaign_C
6b560847-5c99-49da-bfab-27c8e216c99e,2026-04-19 03:00:00,Email,Campaign_A
61df6fa2-50f8-4bb2-b16b-b3d8782b959a,2026-04-12 04:00:00,Organic Search,Campaign_B
61df6fa2-50f8-4bb2-b16b-b3d8782b959a,2026-04-14 11:00:00,Google Ads,Campaign_C
61df6fa2-50f8-4bb2-b16b-b3d8782b959a,2026-04-16 05:00:00,Email,Campaign_B
b63b32d7-c907-4fbd-ad99-b80501f9f107,2026-04-20 11:00:00,Google Ads,Campaign_C
adecc4ef-ee8f-417a-875d-251174d4f728,2026-04-18 12:00:00,Meta Ads,Campaign_A
adecc4ef-ee8f-417a-875d-251174d4f728,2026-04-20 04:00:00,Organic Search,Campaign_B
149bff60-9d95-4620-ad85-5c420b793960,2026-04-15 07:00:00,Organic Search,Campaign_A
149bff60-9d95-4620-ad85-5c420b793960,2026-04-17 05:00:00,Google Ads,Campaign_C
807f0510-9939-4b70-8c3b-2ec74e129dab,2026-04-08 11:00:00,LinkedIn Ads,Campaign_A
807f0510-9939-4b70-8c3b-2ec74e129dab,2026-04-10 06:00:00,Organic Search,Campaign_C
807f0510-9939-4b70-8c3b-2ec74e129dab,2026-04-12 01:00:00,Organic Search,Campaign_C
807f0510-9939-4b70-8c3b-2ec74e129dab,2026-04-14 04:00:00,Google Ads,Campaign_C
807f0510-9939-4b70-8c3b-2ec74e129dab,2026-04-16 01:00:00,Google Ads,Campaign_B
6fd85fc1-b9d3-4f4b-887d-9e2347e10a88,2026-04-13 05:00:00,Meta Ads,Campaign_C
6fd85fc1-b9d3-4f4b-887d-9e2347e10a88,2026-04-15 02:00:00,Google Ads,Campaign_C
6fd85fc1-b9d3-4f4b-887d-9e2347e10a88,2026-04-17 04:00:00,Google Ads,Campaign_A
d28e1d0e-0c70-4109-9ae4-2278e1afc283,2026-04-29 12:00:00,LinkedIn Ads,Campaign_B
d28e1d0e-0c70-4109-9ae4-2278e1afc283,2026-05-01 06:00:00,Google Ads,Campaign_C
d28e1d0e-0c70-4109-9ae4-2278e1afc283,2026-05-03 04:00:00,LinkedIn Ads,Campaign_C
d28e1d0e-0c70-4109-9ae4-2278e1afc283,2026-05-05 11:00:00,Meta Ads,Campaign_A
d28e1d0e-0c70-4109-9ae4-2278e1afc283,2026-05-07 08:00:00,Google Ads,Campaign_C
3721bef5-b953-4af9-b85d-11b486aedcf6,2026-04-29 11:00:00,LinkedIn Ads,Campaign_B
3721bef5-b953-4af9-b85d-11b486aedcf6,2026-05-01 08:00:00,Organic Search,Campaign_B
3721bef5-b953-4af9-b85d-11b486aedcf6,2026-05-03 03:00:00,Organic Search,Campaign_B
3721bef5-b953-4af9-b85d-11b486aedcf6,2026-05-05 05:00:00,Google Ads,Campaign_B
a7432b9e-4828-4856-9332-69c0b4246bb2,2026-04-08 12:00:00,Organic Search,Campaign_B
a7432b9e-4828-4856-9332-69c0b4246bb2,2026-04-10 09:00:00,Google Ads,Campaign_A
0b51b192-0a61-463b-8af3-d019e4f3406b,2026-04-09 12:00:00,Meta Ads,Campaign_A
0b51b192-0a61-463b-8af3-d019e4f3406b,2026-04-11 10:00:00,Meta Ads,Campaign_C
0b51b192-0a61-463b-8af3-d019e4f3406b,2026-04-13 07:00:00,LinkedIn Ads,Campaign_A
0b51b192-0a61-463b-8af3-d019e4f3406b,2026-04-15 10:00:00,Email,Campaign_C
0b51b192-0a61-463b-8af3-d019e4f3406b,2026-04-17 07:00:00,Google Ads,Campaign_C
33487964-efe3-49d7-81c4-ddd4f1473b66,2026-04-08 03:00:00,Meta Ads,Campaign_A
33487964-efe3-49d7-81c4-ddd4f1473b66,2026-04-10 09:00:00,Organic Search,Campaign_B
33487964-efe3-49d7-81c4-ddd4f1473b66,2026-04-12 08:00:00,Google Ads,Campaign_C
d11eb246-8b5a-4f64-90fa-093661d1cbb3,2026-04-25 01:00:00,Meta Ads,Campaign_A
aaf4c88e-5c7d-4bc3-a5de-fa6f634003a8,2026-04-05 11:00:00,Meta Ads,Campaign_B
dc75d881-add7-40b4-b78d-21acfd9ebca9,2026-04-26 11:00:00,Email,Campaign_B
dc75d881-add7-40b4-b78d-21acfd9ebca9,2026-04-28 07:00:00,Organic Search,Campaign_C
09d09cc2-26f4-4d3e-83c6-69ffcb1ec65b,2026-04-03 07:00:00,Meta Ads,Campaign_A
09d09cc2-26f4-4d3e-83c6-69ffcb1ec65b,2026-04-05 07:00:00,Email,Campaign_C
09d09cc2-26f4-4d3e-83c6-69ffcb1ec65b,2026-04-07 10:00:00,Organic Search,Campaign_B
09d09cc2-26f4-4d3e-83c6-69ffcb1ec65b,2026-04-09 08:00:00,LinkedIn Ads,Campaign_C
09d09cc2-26f4-4d3e-83c6-69ffcb1ec65b,2026-04-11 09:00:00,Google Ads,Campaign_A
6e667900-d261-4c8a-b3cc-99f334225fd6,2026-04-18 01:00:00,LinkedIn Ads,Campaign_B
6e667900-d261-4c8a-b3cc-99f334225fd6,2026-04-20 11:00:00,Google Ads,Campaign_B
6e667900-d261-4c8a-b3cc-99f334225fd6,2026-04-22 12:00:00,Email,Campaign_C
c837a8d9-624c-44f8-92e4-317ea9f6b697,2026-04-22 09:00:00,LinkedIn Ads,Campaign_C
86227fde-2869-4770-b94f-b5ddf379f70c,2026-04-25 11:00:00,Meta Ads,Campaign_A
86227fde-2869-4770-b94f-b5ddf379f70c,2026-04-27 06:00:00,Organic Search,Campaign_A
86227fde-2869-4770-b94f-b5ddf379f70c,2026-04-29 02:00:00,Organic Search,Campaign_B
a3ecb464-b04a-494e-a1f1-24a84da30770,2026-04-14 03:00:00,Meta Ads,Campaign_C
a3ecb464-b04a-494e-a1f1-24a84da30770,2026-04-16 08:00:00,Google Ads,Campaign_A
a3ecb464-b04a-494e-a1f1-24a84da30770,2026-04-18 01:00:00,Google Ads,Campaign_C
fed46547-246d-4dfe-8357-3d62222e47c0,2026-04-17 03:00:00,Meta Ads,Campaign_A
fed46547-246d-4dfe-8357-3d62222e47c0,2026-04-19 09:00:00,Email,Campaign_C
fed46547-246d-4dfe-8357-3d62222e47c0,2026-04-21 02:00:00,Google Ads,Campaign_B
4360c708-af13-4c5e-9483-575c0a0d8f4a,2026-04-27 11:00:00,LinkedIn Ads,Campaign_C
4360c708-af13-4c5e-9483-575c0a0d8f4a,2026-04-29 09:00:00,Meta Ads,Campaign_C
4360c708-af13-4c5e-9483-575c0a0d8f4a,2026-05-01 10:00:00,Google Ads,Campaign_A
5aa7752b-c9c3-4548-a5b6-8878af93efdf,2026-04-05 06:00:00,Meta Ads,Campaign_C
5aa7752b-c9c3-4548-a5b6-8878af93efdf,2026-04-07 03:00:00,Email,Campaign_A
5e393125-2390-4c2c-a344-c309be2c11da,2026-05-01 09:00:00,LinkedIn Ads,Campaign_A
5e393125-2390-4c2c-a344-c309be2c11da,2026-05-03 01:00:00,Google Ads,Campaign_C
5e393125-2390-4c2c-a344-c309be2c11da,2026-05-05 10:00:00,Organic Search,Campaign_B
5e393125-2390-4c2c-a344-c309be2c11da,2026-05-07 06:00:00,Meta Ads,Campaign_B
